;Vertex,頂点Index,位置_x,位置_y,位置_z,法線_x,法線_y,法線_z,エッジ倍率,UV_u,UV_v,追加UV1_x,追加UV1_y,追加UV1_z,追加UV1_w,追加UV2_x,追加UV2_y,追加UV2_z,追加UV2_w,追加UV3_x,追加UV3_y,追加UV3_z,追加UV3_w,追加UV4_x,追加UV4_y,追加UV4_z,追加UV4_w,ウェイト変形タイプ(0:BDEF1/1:BDEF2/2:BDEF4/3:SDEF/4:QDEF),ウェイト1_ボーン名,ウェイト1_ウェイト値,ウェイト2_ボーン名,ウェイト2_ウェイト値,ウェイト3_ボーン名,ウェイト3_ウェイト値,ウェイト4_ボーン名,ウェイト4_ウェイト値,C_x,C_y,C_z,R0_x,R0_y,R0_z,R1_x,R1_y,R1_z
Vertex,1052,0.4185342,17.35221,-1.174309,0.3141724,-0.2269809,-0.9218326,1,0.70358,0.14828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1053,0.4049677,17.33444,-1.174493,0.309922,-0.2298442,-0.9225617,1,0.68928,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1054,0.3946892,17.31328,-1.172629,0.3047205,-0.2333741,-0.9234077,1,0.67755,0.18483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1055,0.38804,17.28954,-1.168809,0.2983799,-0.2377541,-0.9243606,1,0.66883,0.20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1056,0.3851025,17.2641,-1.16323,0.29247,-0.2413713,-0.9253114,1,0.66346,0.23258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1057,0.3835231,17.23776,-1.15694,0.2877938,-0.2444139,-0.9259787,1,0.66164,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1058,0.3861738,17.21177,-1.149237,0.2848676,-0.2486587,-0.9257534,1,0.66346,0.28427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1059,0.3914607,17.18699,-1.140913,0.2843123,-0.253824,-0.9245215,1,0.66883,0.30912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1060,0.3997007,17.16441,-1.132118,0.285819,-0.2592209,-0.9225574,1,0.67755,0.33202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1061,0.4105459,17.14491,-1.123201,0.2897831,-0.2639996,-0.9199619,1,0.68928,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1062,0.4235598,17.12922,-1.114508,0.2961375,-0.2677886,-0.9168379,1,0.70358,0.36857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1063,0.43826,17.11796,-1.106368,0.3044456,-0.2702454,-0.9133894,1,0.7199,0.38081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1064,0.4541163,17.11158,-1.099086,0.3140113,-0.2711453,-0.9098775,1,0.7376,0.38835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1065,0.4671541,17.01581,-1.053216,0.319838,-0.3769449,-0.869262,1,0.75601,0.50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1066,0.4967541,17.02289,-1.044572,0.3616401,-0.3697431,-0.8558658,1,0.79002,0.49849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1067,0.5254924,17.03928,-1.038649,0.4001562,-0.3571073,-0.8440078,1,0.82273,0.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1068,0.5524467,17.06433,-1.035615,0.4332341,-0.3399967,-0.8346918,1,0.85288,0.46194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1069,0.5767051,17.09709,-1.035544,0.4596683,-0.3195054,-0.8286262,1,0.8793,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1070,0.5973794,17.13634,-1.038425,0.4787766,-0.2968598,-0.8262247,1,0.90099,0.39441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1071,0.6136337,17.18054,-1.044165,0.4903935,-0.2731393,-0.8275924,1,0.9171,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1072,0.6247298,17.22797,-1.052575,0.4948491,-0.2512324,-0.8318695,1,0.92702,0.30618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1073,0.6311092,17.27689,-1.063043,0.4918755,-0.2298611,-0.8397753,1,0.93037,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1074,0.6326666,17.32543,-1.075123,0.4835779,-0.2140155,-0.8487343,1,0.92702,0.21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1075,0.6311523,17.37188,-1.087743,0.4689648,-0.1988185,-0.8605482,1,0.9171,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1076,0.6216756,17.41405,-1.102076,0.4477629,-0.1781493,-0.8762255,1,0.90099,0.12244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1077,0.6040023,17.45027,-1.117765,0.424432,-0.1603094,-0.8911556,1,0.8793,0.08535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1078,0.5785792,17.47914,-1.134285,0.3999373,-0.1461097,-0.9048216,1,0.85288,0.05491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1079,0.5465494,17.49956,-1.150951,0.3747601,-0.1359962,-0.9170932,1,0.82273,0.03229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1080,0.5096896,17.5108,-1.166936,0.3491991,-0.130297,-0.9279455,1,0.79002,0.01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1081,0.4702557,17.51247,-1.181346,0.3231958,-0.129465,-0.9374344,1,0.75601,0.01366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1082,0.4307631,17.50459,-1.193294,0.2969146,-0.1336834,-0.9455001,1,0.72199,0.01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1083,0.3937265,17.48757,-1.201988,0.2704132,-0.1427456,-0.9521031,1,0.68928,0.03229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1084,0.3614101,17.46209,-1.206813,0.2435572,-0.1565096,-0.9571754,1,0.65914,0.05491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1085,0.3356018,17.4292,-1.207403,0.2165506,-0.1746643,-0.9605199,1,0.63271,0.08535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1086,0.3174583,17.39017,-1.203675,0.1898928,-0.1966687,-0.9619054,1,0.61103,0.12244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1087,0.3074448,17.34646,-1.19585,0.1646326,-0.2216602,-0.9611258,1,0.59492,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1088,0.3053504,17.29973,-1.184436,0.1464824,-0.240113,-0.9596295,1,0.58499,0.21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1089,0.3063017,17.25139,-1.171519,0.1357545,-0.2583048,-0.9564776,1,0.58164,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1090,0.3120772,17.20341,-1.15699,0.1312607,-0.2814834,-0.9505461,1,0.58499,0.30618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1091,0.3225904,17.15768,-1.141365,0.1357944,-0.3037556,-0.9430231,1,0.59492,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1092,0.3383093,17.11599,-1.124947,0.1487896,-0.3264753,-0.9334214,1,0.61103,0.39441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1093,0.3585138,17.07997,-1.108413,0.1703934,-0.3463841,-0.922488,1,0.63271,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1094,0.3823865,17.05098,-1.09241,0.2000215,-0.3623279,-0.910335,1,0.65914,0.46194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1095,0.4090544,17.03014,-1.077536,0.2363335,-0.3732052,-0.8971423,1,0.68928,0.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1096,0.4376162,17.01824,-1.06432,0.2771896,-0.3781482,-0.8832722,1,0.72199,0.49849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1097,-0.4685446,17.24736,-1.117256,-0.3239887,-0.2360845,-0.9161307,1,0.756,0.25842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1098,-0.4705754,17.11028,-1.092915,-0.3239597,-0.27056,-0.906558,1,0.756,0.39089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1099,-0.4870684,17.11416,-1.088081,-0.3336357,-0.2685815,-0.9036322,1,0.73759,0.38835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1100,-0.5030203,17.12305,-1.08474,-0.3423558,-0.2653965,-0.9013086,1,0.71989,0.38081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1101,-0.5178762,17.13663,-1.083008,-0.3493743,-0.2612652,-0.8998211,1,0.70358,0.36857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1102,-0.5310985,17.15437,-1.08294,-0.3544767,-0.2564558,-0.899209,1,0.68928,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1103,-0.5421981,17.1756,-1.084529,-0.3574429,-0.2513628,-0.8994728,1,0.67754,0.33202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1104,-0.5507283,17.19948,-1.087723,-0.3582829,-0.2462837,-0.900543,1,0.66882,0.30912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1105,-0.5563313,17.22513,-1.09241,-0.3575243,-0.2418351,-0.9020489,1,0.66345,0.28427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1106,-0.5593084,17.25157,-1.098233,-0.3548948,-0.238829,-0.9038863,1,0.66164,0.25842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1107,-0.5580556,17.27767,-1.105469,-0.3508487,-0.2370211,-0.9059394,1,0.66345,0.23258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1108,-0.5554335,17.30268,-1.112904,-0.3460012,-0.2347351,-0.9083956,1,0.66882,0.20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1109,-0.5490742,17.32539,-1.121071,-0.3409084,-0.2316991,-0.9110966,1,0.67754,0.18483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1110,-0.5390502,17.34497,-1.129713,-0.3368393,-0.2290236,-0.9132839,1,0.68928,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1111,-0.5256927,17.36062,-1.138522,-0.333558,-0.2267057,-0.9150648,1,0.70358,0.14828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1112,-0.5095622,17.37178,-1.147139,-0.3305978,-0.224727,-0.9166259,1,0.71989,0.13604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1113,-0.4914376,17.37799,-1.155179,-0.3277012,-0.2233351,-0.9180051,1,0.73759,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1114,-0.472254,17.37906,-1.162259,-0.3244418,-0.2228363,-0.9192832,1,0.756,0.12596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1115,-0.4530392,17.37498,-1.168003,-0.3211461,-0.2233538,-0.9203141,1,0.77441,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1116,-0.4348198,17.36591,-1.172101,-0.3178538,-0.2247709,-0.9211118,1,0.79211,0.13604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1117,-0.4185342,17.35221,-1.174309,-0.3141724,-0.226981,-0.9218326,1,0.80843,0.14828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1118,-0.4049677,17.33444,-1.174493,-0.309922,-0.2298442,-0.9225617,1,0.82273,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1119,-0.3946892,17.31328,-1.172629,-0.3047205,-0.2333741,-0.9234077,1,0.83446,0.18483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1120,-0.38804,17.28954,-1.168809,-0.2983799,-0.2377541,-0.9243605,1,0.84318,0.20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1121,-0.3851025,17.2641,-1.16323,-0.2924701,-0.2413713,-0.9253114,1,0.84855,0.23258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1122,-0.3835231,17.23776,-1.15694,-0.2877938,-0.2444139,-0.9259787,1,0.85037,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1123,-0.3861738,17.21177,-1.149237,-0.2848676,-0.2486587,-0.9257534,1,0.84855,0.28427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1124,-0.3914607,17.18699,-1.140913,-0.2843123,-0.2538239,-0.9245214,1,0.84318,0.30912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1125,-0.3997007,17.16441,-1.132118,-0.285819,-0.2592209,-0.9225574,1,0.83446,0.33202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1126,-0.4105459,17.14491,-1.123201,-0.2897736,-0.2640079,-0.9199625,1,0.82273,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1127,-0.4235598,17.12922,-1.114508,-0.296128,-0.2677968,-0.9168385,1,0.80843,0.36857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1128,-0.43826,17.11796,-1.106368,-0.3044456,-0.2702454,-0.9133894,1,0.79211,0.38081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1129,-0.4541163,17.11158,-1.099086,-0.3140113,-0.2711453,-0.9098774,1,0.77441,0.38835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1130,-0.4671541,17.01581,-1.053216,-0.3198379,-0.3769449,-0.8692619,1,0.756,0.50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1131,-0.4967541,17.02289,-1.044572,-0.3616401,-0.3697431,-0.8558658,1,0.72199,0.49849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1132,-0.5254924,17.03928,-1.038649,-0.4001563,-0.3571073,-0.8440078,1,0.68928,0.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1133,-0.5524467,17.06433,-1.035615,-0.4332142,-0.3399816,-0.8347083,1,0.65913,0.46194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1134,-0.5767051,17.09709,-1.035544,-0.4596485,-0.3194905,-0.828643,1,0.63271,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
